Дата операции,Номер документа,Тип документа,Контрагент,Сумма,Валюта,НДС,Счет учета,Описание операции,Ответственный сотрудник
2026-06-02,LG-02772,Счет-фактура,IP Audit Expert,284250,KZT,34110.0,2930,Поставка расходных материалов,Марина Ж.
2026-06-03,LG-02773,Акт,TOO Vision Market,291500,KZT,34980.0,3310,Техническое обслуживание оборудования,Арман О.
2026-06-04,LG-02774,Счет-фактура,TOO Logistic Group,298750,KZT,35850.0,7210,Маркетинговые услуги,Дамир К.
2026-06-05,LG-02775,Акт,TOO Prime Service,306000,KZT,36720.0,2930,Транспортные услуги,Айгерим С.
2026-06-06,LG-02776,Счет-фактура,TOO Delta Supplies,45000,KZT,5400.0,3310,,Нурлан Т.
2026-06-07,LG-02777,Акт,TOO North Office,52250,KZT,6270.0,7210,Услуги сопровождения офиса,Марина Ж.
2026-06-08,LG-02778,Счет-фактура,TOO Metro Parts,59500,KZT,7140.0,2930,Поставка расходных материалов,Арман О.
2026-06-09,LG-02779,Акт,TOO City Trade,66750,KZT,8010.0,3310,Техническое обслуживание оборудования,Дамир К.
2026-06-10,LG-02780,Счет-фактура,IP Audit Expert,74000,KZT,8880.0,7210,Маркетинговые услуги,Айгерим С.
2026-06-11,LG-02781,Акт,TOO Vision Market,81250,KZT,9750.0,2930,Транспортные услуги,Нурлан Т.
2026-06-12,LG-02782,Счет-фактура,TOO Logistic Group,88500,KZT,10620.0,3310,Закупка канцелярских товаров,Марина Ж.
2026-06-13,LG-02783,Акт,TOO Prime Service,95750,KZT,11490.0,7210,Услуги сопровождения офиса,Арман О.
2026-06-14,LG-02784,Счет-фактура,TOO Delta Supplies,103000,KZT,12360.0,2930,Поставка расходных материалов,Дамир К.
2026-06-15,LG-02785,Акт,TOO North Office,110250,KZT,13230.0,3310,Техническое обслуживание оборудования,Айгерим С.
2026-06-16,LG-02786,Счет-фактура,TOO Metro Parts,117500,KZT,14100.0,7210,Маркетинговые услуги,Нурлан Т.
2026-06-17,LG-02787,Акт,TOO City Trade,124750,KZT,14970.0,2930,Транспортные услуги,Марина Ж.
2026-06-18,LG-02788,Счет-фактура,IP Audit Expert,132000,KZT,15840.0,3310,Закупка канцелярских товаров,Арман О.
2026-06-19,LG-02789,Акт,TOO Vision Market,139250,KZT,16710.0,7210,Услуги сопровождения офиса,Дамир К.
2026-06-20,LG-02790,Счет-фактура,TOO Logistic Group,146500,KZT,17580.0,2930,Поставка расходных материалов,Айгерим С.
2026-06-21,LG-02791,Акт,TOO Prime Service,153750,KZT,18450.0,3310,Техническое обслуживание оборудования,Нурлан Т.
2026-06-22,LG-02792,Счет-фактура,TOO Delta Supplies,161000,KZT,19320.0,7210,Маркетинговые услуги,Марина Ж.
2026-06-23,LG-02793,Акт,TOO North Office,168250,KZT,20190.0,2930,Транспортные услуги,Арман О.
2026-06-24,LG-02794,Счет-фактура,TOO Metro Parts,175500,KZT,21060.0,3310,Закупка канцелярских товаров,Дамир К.
2026-06-25,LG-02795,Акт,TOO City Trade,182750,KZT,21930.0,7210,Услуги сопровождения офиса,Айгерим С.
2026-06-26,LG-02796,Счет-фактура,IP Audit Expert,190000,KZT,22800.0,2930,Поставка расходных материалов,Нурлан Т.
2026-06-27,LG-02797,Акт,TOO Vision Market,197250,KZT,23670.0,3310,Техническое обслуживание оборудования,Марина Ж.
2026-06-28,LG-02798,Счет-фактура,TOO Logistic Group,204500,KZT,24540.0,7210,Маркетинговые услуги,Арман О.
2026-06-29,LG-02799,Акт,TOO Prime Service,211750,KZT,25410.0,2930,Транспортные услуги,Дамир К.
2026-01-01,LG-02800,Счет-фактура,TOO Delta Supplies,219000,KZT,26280.0,3310,Закупка канцелярских товаров,Айгерим С.
2026-01-02,LG-02801,Акт,TOO North Office,226250,KZT,27150.0,7210,Услуги сопровождения офиса,Нурлан Т.
2026-01-03,LG-02802,Счет-фактура,TOO Metro Parts,233500,KZT,28020.0,2930,Поставка расходных материалов,Марина Ж.
2026-01-04,LG-02803,Акт,TOO City Trade,240750,KZT,28890.0,3310,Техническое обслуживание оборудования,Арман О.
2026-01-05,LG-02804,Счет-фактура,IP Audit Expert,248000,KZT,29760.0,7210,Маркетинговые услуги,Дамир К.
2026-01-06,LG-02805,Акт,TOO Vision Market,255250,KZT,30630.0,2930,Транспортные услуги,Айгерим С.
2026-01-07,LG-02806,Счет-фактура,TOO Logistic Group,262500,KZT,31500.0,3310,Закупка канцелярских товаров,Нурлан Т.
2026-01-08,LG-02807,Акт,TOO Prime Service,269750,KZT,32370.0,7210,Услуги сопровождения офиса,Марина Ж.
2026-01-09,LG-02808,Счет-фактура,TOO Delta Supplies,277000,KZT,33240.0,2930,Поставка расходных материалов,Арман О.
2026-01-10,LG-02809,Акт,TOO North Office,284250,KZT,34110.0,3310,Техническое обслуживание оборудования,Дамир К.
2026-01-11,LG-02810,Счет-фактура,TOO Metro Parts,291500,KZT,34980.0,7210,Маркетинговые услуги,Айгерим С.
2026-01-12,LG-02811,Акт,TOO City Trade,298750,KZT,35850.0,2930,Транспортные услуги,Нурлан Т.
2026-01-13,LG-02812,Счет-фактура,IP Audit Expert,306000,KZT,36720.0,3310,Закупка канцелярских товаров,Марина Ж.
2026-01-14,LG-02813,Акт,TOO Vision Market,45000,KZT,5400.0,7210,Услуги сопровождения офиса,Арман О.
2026-01-15,LG-02814,Счет-фактура,TOO Logistic Group,52250,KZT,6270.0,2930,Поставка расходных материалов,Дамир К.
2026-01-16,LG-02815,Акт,TOO Prime Service,59500,KZT,7140.0,3310,Техническое обслуживание оборудования,Айгерим С.
2026-01-17,LG-02816,Счет-фактура,TOO Delta Supplies,66750,KZT,8010.0,7210,Маркетинговые услуги,Нурлан Т.
2026-01-18,LG-02817,Акт,TOO North Office,74000,KZT,8880.0,2930,Транспортные услуги,Марина Ж.
2026-01-19,LG-02818,Счет-фактура,TOO Metro Parts,81250,KZT,9750.0,3310,Закупка канцелярских товаров,Арман О.
2026-01-20,LG-02819,Акт,TOO City Trade,88500,KZT,10620.0,7210,Услуги сопровождения офиса,Дамир К.
2026-01-21,LG-02820,Счет-фактура,IP Audit Expert,95750,KZT,11490.0,2930,Поставка расходных материалов,Айгерим С.
2026-01-22,LG-02821,Акт,TOO Vision Market,103000,KZT,12360.0,3310,Техническое обслуживание оборудования,Нурлан Т.
2026-01-23,LG-02822,Счет-фактура,TOO Logistic Group,110250,KZT,13230.0,7210,Маркетинговые услуги,Марина Ж.
2026-01-24,LG-02823,Акт,TOO Prime Service,117500,KZT,14100.0,2930,Транспортные услуги,Арман О.
2026-01-25,LG-02824,Счет-фактура,TOO Delta Supplies,124750,KZT,14970.0,3310,Закупка канцелярских товаров,Дамир К.
2026-01-26,LG-02825,Акт,TOO North Office,132000,KZT,15840.0,7210,Услуги сопровождения офиса,Айгерим С.
2026-01-27,LG-02826,Счет-фактура,TOO Metro Parts,139250,KZT,16710.0,2930,Поставка расходных материалов,Нурлан Т.
2026-01-28,LG-02827,Акт,TOO City Trade,146500,KZT,17580.0,3310,Техническое обслуживание оборудования,Марина Ж.
2026-01-29,LG-02828,Счет-фактура,IP Audit Expert,153750,KZT,18450.0,7210,Маркетинговые услуги,Арман О.
2026-01-30,LG-02829,Акт,TOO Vision Market,161000,KZT,19320.0,2930,Транспортные услуги,Дамир К.
2026-01-31,LG-02830,Счет-фактура,TOO Logistic Group,168250,KZT,20190.0,3310,Закупка канцелярских товаров,Айгерим С.
2026-02-01,LG-02831,Акт,TOO Prime Service,175500,KZT,21060.0,7210,Услуги сопровождения офиса,Нурлан Т.
2026-02-02,LG-02832,Счет-фактура,TOO Delta Supplies,182750,KZT,21930.0,2930,Поставка расходных материалов,Марина Ж.
2026-02-03,LG-02833,Акт,TOO North Office,190000,KZT,22800.0,3310,Техническое обслуживание оборудования,Арман О.
2026-02-04,LG-02834,Счет-фактура,TOO Metro Parts,197250,KZT,23670.0,7210,Маркетинговые услуги,Дамир К.
2026-02-05,LG-02835,Акт,TOO City Trade,204500,KZT,24540.0,2930,Транспортные услуги,Айгерим С.
2026-02-06,LG-02836,Счет-фактура,IP Audit Expert,211750,KZT,25410.0,3310,Закупка канцелярских товаров,Нурлан Т.
2026-02-07,LG-02837,Акт,TOO Vision Market,219000,KZT,26280.0,7210,Услуги сопровождения офиса,Марина Ж.
2026-02-08,LG-02838,Счет-фактура,TOO Logistic Group,226250,KZT,27150.0,2930,Поставка расходных материалов,Арман О.
2026-02-09,LG-02839,Акт,TOO Prime Service,233500,KZT,28020.0,3310,Техническое обслуживание оборудования,Дамир К.
2026-02-10,LG-02840,Счет-фактура,TOO Delta Supplies,240750,KZT,28890.0,7210,Маркетинговые услуги,Айгерим С.
2026-02-11,LG-02841,Акт,TOO North Office,248000,KZT,29760.0,2930,Транспортные услуги,Нурлан Т.
2026-02-12,LG-02842,Счет-фактура,TOO Metro Parts,255250,KZT,30630.0,3310,Закупка канцелярских товаров,Марина Ж.
2026-02-13,LG-02843,Акт,TOO City Trade,262500,KZT,31500.0,7210,Услуги сопровождения офиса,Арман О.
2026-02-14,LG-02844,Счет-фактура,IP Audit Expert,269750,KZT,32370.0,2930,Поставка расходных материалов,Дамир К.
2026-02-15,LG-02845,Акт,TOO Vision Market,277000,KZT,33240.0,3310,Техническое обслуживание оборудования,Айгерим С.
2026-02-16,LG-02846,Счет-фактура,TOO Logistic Group,284250,KZT,34110.0,7210,Маркетинговые услуги,Нурлан Т.
2026-02-17,LG-02847,Акт,TOO Prime Service,291500,KZT,34980.0,2930,Транспортные услуги,Марина Ж.
2026-02-18,LG-02848,Счет-фактура,TOO Delta Supplies,298750,KZT,35850.0,3310,Закупка канцелярских товаров,Арман О.
2026-02-19,LG-02849,Акт,TOO North Office,306000,KZT,36720.0,7210,Услуги сопровождения офиса,Дамир К.
2026-02-20,LG-02850,Счет-фактура,TOO Metro Parts,45000,KZT,5400.0,2930,Поставка расходных материалов,Айгерим С.
2026-02-21,LG-02851,Акт,TOO City Trade,52250,KZT,6270.0,3310,Техническое обслуживание оборудования,Нурлан Т.
2026-02-22,LG-02852,Счет-фактура,IP Audit Expert,59500,KZT,7140.0,7210,Маркетинговые услуги,Марина Ж.
2026-02-23,LG-02853,Акт,TOO Vision Market,66750,KZT,8010.0,2930,Транспортные услуги,Арман О.
2026-02-24,LG-02854,Счет-фактура,TOO Logistic Group,74000,KZT,8880.0,3310,Закупка канцелярских товаров,Дамир К.
2026-02-25,LG-02855,Акт,TOO Prime Service,81250,KZT,9750.0,7210,Услуги сопровождения офиса,Айгерим С.
2026-02-26,LG-02856,Счет-фактура,TOO Delta Supplies,88500,KZT,10620.0,2930,Поставка расходных материалов,Нурлан Т.
2026-02-27,LG-02857,Акт,TOO North Office,95750,KZT,11490.0,3310,Техническое обслуживание оборудования,Марина Ж.
2026-02-28,LG-02858,Счет-фактура,TOO Metro Parts,103000,KZT,12360.0,7210,Маркетинговые услуги,Арман О.
2026-03-01,LG-02859,Акт,TOO City Trade,110250,KZT,13230.0,2930,Транспортные услуги,Дамир К.
